Krujë	41.50917	19.79278	51191
Kavajë	41.18556	19.55694	30012
Fushë-Krujë	41.47833	19.71778	17877
Fier-Çifçi	40.71667	19.56667	60995
Fier	40.72510	19.55823	56297
Durrës	41.32355	19.45469	195920
Berat	40.70583	19.95222	62232
Kapan	39.20762	46.40678	32900
Goris	39.51111	46.34168	17592
Artashat	39.95484	44.54874	22800
Ararat	39.85494	44.69470	17598
Yerevan	40.17765	44.51260	1144700
Vagharshapat	40.16557	44.29462	47989
Sevan	40.54800	44.95314	19652
Masis	40.06595	44.43669	23136
Vanadzor	40.80740	44.49704	78100
Gavar	40.35398	45.12386	18900
Ijevan	40.88037	45.14776	19500
Hrazdan	40.51690	44.75591	49500
Armavir	40.15553	44.03880	29700
Gyumri	40.79305	43.84635	114667
Dilijan	40.74037	44.86344	15914
Davtashen	40.21642	44.48088	52100
Charentsavan	40.40289	44.64447	22071
Avan	40.21436	44.57846	58800
Ashtarak	40.29760	44.36152	17600
Artik	40.61918	43.97207	18145
Abovyan	40.27170	44.63342	50556
Erebuni	40.13309	44.53009	129700
Nor Nork	40.19661	44.56690	137300
Ajapnyak	40.19917	44.47056	122800
Kanaker-Zeytun	40.22000	44.53833	75500
Malatia-Sebastia	40.17396	44.44570	150500
Kentron	40.17806	44.51303	133000
Shengavit	40.15570	44.47790	140600
Arabkir	40.20624	44.50365	119300
Saurimo	-9.66078	20.39155	393000
Lucapa	-8.41915	20.74466	110000
Dundo	-7.36643	20.81557	177604
Chitato	-7.30000	20.73333	246880
Cassanguidi	-7.48367	21.30339	20000
Lumbala	-14.10165	21.43531	19000
Luau	-10.70727	22.22466	55432
Cazombo	-11.89914	22.90216	34000
Nzagi	-8.38549	15.30126	60000
Viana	-8.90553	13.37499	865863
Uíge	-7.60874	15.06131	322531
Úcua	-8.65157	14.15653	41654
Tombôco	-6.80517	13.33017	20358
Soyo	-6.13490	12.36894	221555
Songo	-7.35207	14.84629	31382
Sanza Pombo	-7.31473	16.00240	23000
Piri	-8.53412	14.43555	26265
Pango Aluquém	-8.71311	14.46292	16080
N'zeto	-7.22800	12.86956	28840
Negage	-7.75938	15.27220	92950
N'dalatando	-9.29782	14.91162	161584
Muxaluando	-8.12307	14.28838	21052
Mussende	-10.51430	16.01990	33558
Mbanza Kongo	-6.26667	14.23833	148000
Maquela do Zombo	-6.05716	15.10971	42000
Malanje	-9.54015	16.34096	455000
Maianga	-8.84693	13.23698	727681
Mabubas	-8.52432	13.68622	16981
Lucala	-9.27268	15.25206	19422
Lubalo	-9.15445	19.28136	26103
Luanda	-8.83682	13.23432	2776168
Kunda dya Baze	-8.90769	17.05339	15965
Benfica	-8.94432	13.16431	191828
Gombe	-8.12439	14.29081	19209
Golungo Alto	-9.13333	14.76667	19992
Dondo	-9.68456	14.42788	64643
Dondo	-9.05000	15.31667	64643
Cuímba	-6.12085	14.62086	41878
Cuilo	-8.23619	19.52566	26577
Cuango-Luzamba	-9.14583	18.04453	55000
Cazombo	-8.73204	15.37124	34000
Caxito	-8.57848	13.66425	55000
Cangandala	-9.78333	16.43333	52220
Canacassala	-8.16263	14.11663	20913
Camabatela	-8.18812	15.37495	21767
Calumbo	-9.14692	13.41936	652270
Cage Mazumbo	-8.29968	14.34494	16093
Cacuso	-9.42102	15.74668	39302
Cacuaco	-8.77980	13.37478	146867
Cabinda	-5.56198	12.19476	550000
Bula Atumba	-8.67417	14.79700	30537
Buco Zau	-4.76667	12.55000	40953
Belize	-4.65000	12.76667	24430
Barra do Dande	-8.47175	13.37011	75000
Bailundo	-9.57499	15.99442	70481
Gama	-8.56750	13.47639	66202
Cazenga	-8.83796	13.28399	394170
Golfe	-8.86639	13.26173	655796
Camama	-8.93611	13.26518	667094
Talatona	-8.91783	13.18562	500000
Xangongo	-16.74440	14.97494	35000
Alto Hama	-12.23333	15.55000	36661
Virei	-15.72700	12.94961	42607
Ucuma	-12.96121	15.05958	21809
Ucu Seles	-11.41237	14.30663	47421
Tômbua	-15.80394	11.84485	46573
Sumbe	-11.20605	13.84371	205832
Quipungo	-14.81909	14.53504	23014
Quibala	-10.73366	14.97995	27128
Porto Amboim	-10.73251	13.76844	91605
Ondjiva	-17.06667	15.73333	121537
Nharêa	-11.47512	16.96496	18000
Mossamedes	-15.19611	12.15222	255000
Mungo	-11.83268	16.23613	21662
Menongue	-14.65850	17.69099	251178
Matala	-14.73272	15.03479	78000
Luquembo	-10.73912	17.71766	69420
Luena	-11.78333	19.91667	273675
Lubango	-14.91717	13.49250	600751
Longonjo	-12.90795	15.24845	92103
Londuimbali	-12.23712	15.31697	17000
Lobito	-12.36440	13.53601	393079
Cuíto	-12.38333	16.93333	355423
Catchiungo	-12.56598	16.22589	120677
Humbe	-16.68640	14.90317	35985
Huambo	-12.77611	15.73917	595304
Ganda	-13.01592	14.63502	65000
Gabela	-10.85147	14.37993	116903
Ecunna	-12.67889	15.50556	82541
Dombe Grande	-12.95167	13.10250	25000
Cuemba	-12.15000	18.08333	19995
Cubal do Lumbo	-12.31261	14.12650	18451
Cubal	-13.03865	14.24550	90367
Conda	-11.10862	14.33621	21260
Chitembo	-13.55000	16.63333	25000
Chinguar	-12.55708	16.33805	26811
Chindumbo	-11.95000	14.46667	32013
Cela	-11.42173	15.12345	90000
Catumbela	-12.43002	13.54677	95034
Catabola	-12.15000	17.28333	28831
Capunda	-11.13333	14.46667	21260
Camucuio	-14.11382	13.24061	66112
Cambundi Catembo	-10.07531	17.55058	17212
Camacupa	-12.01667	17.48333	59000
Caluquembe	-13.86667	14.43333	31000
Calulo	-10.00055	14.89519	44000
Cahama	-16.28556	14.30962	70061
Caála	-12.85250	15.56056	130000
Bocoio	-12.47017	14.13688	164685
Benguela	-12.57674	13.40268	555124
Balombo	-12.35426	14.77232	108965
Baía Farta	-12.60417	13.19667	107841
Andulo	-11.48676	16.69663	50000
Cambundi	-7.46856	17.03769	17212
Kikolo	-8.78150	13.33384	728205
Cafunfo	-8.76720	17.99572	90000
Santa Clara	-10.19156	15.43408	29000
Quissecula	-11.39223	15.09201	90000
Cambundi	-10.89481	17.76402	17212
Mulenvos	-8.86695	13.33440	882014
Kilamba	-8.84861	13.27500	237528
Ingombota	-8.81806	13.22889	144911
Nova Vida	-8.90552	13.22213	464985
Zango	-9.01212	13.38437	198538
Vila Flor	-8.98007	13.30781	256066
Rangel	-8.82644	13.26285	190569
Samba	-8.88001	13.19617	364986
Sambizanga	-8.78883	13.27506	177808
Navegantes	-12.58997	13.39123	240075
Kima Kieza	-8.83411	13.29517	428855
Panguíla	-8.69335	13.44914	158068
Ramiros	-9.06259	13.04560	323576
Hoji ya Henda	-8.80523	13.28970	642050
Zárate	-34.09584	-59.02423	99061
Colonia Wanda	-25.97337	-54.56304	15529
Villa Ortúzar	-34.57973	-58.46829	22500
Villa Ocampo	-28.48726	-59.35421	19101
Villa Lugano	-34.67907	-58.47263	114000
Villaguay	-31.86767	-59.02701	32027
Villa Gesell	-37.26394	-56.97304	23257
Villa de Mayo	-34.51080	-58.68059	43405
Valentín Alsina	-34.67137	-58.40904	41155
Tristán Suárez	-34.88982	-58.56761	27746
Tortuguitas	-34.47513	-58.75367	41390
Tigre	-34.42603	-58.57962	31106
Tandil	-37.32870	-59.13690	115877
Sarandí	-34.68161	-58.34639	60752
San Vicente	-35.02490	-58.42409	90021
San Vicente	-26.61667	-54.13333	38247
Santo Tomé	-28.55104	-56.04125	22634
Santos Lugares	-34.60306	-58.54074	37267
Santa Teresita	-36.54059	-56.69294	15213
Santa Elena	-30.94432	-59.78832	18410
Santa Clara del Mar	-37.83438	-57.50749	16629
San Pedro	-33.67918	-59.66633	47452
San Pedro	-26.62180	-54.10902	23736
San Miguel del Monte	-35.43922	-58.80741	21794
San Luis del Palmar	-27.50766	-58.55625	15347
San Lorenzo	-28.13442	-58.76685	47626
San Justo	-34.68107	-58.56379	105274
San Javier	-30.58072	-59.92962	15606
San Isidro	-34.46971	-58.52111	45190
San Antonio de Padua	-34.66267	-58.69819	37745
San Antonio de Areco	-34.25083	-59.46944	22909
Saladillo	-35.63884	-59.77938	30378
Saladas	-28.25504	-58.62386	18349
Retiro	-34.58333	-58.38333	38635
Resistencia	-27.46363	-58.98665	290793
Remedios de Escalada de San Martín	-34.72589	-58.39663	81465
Reconquista	-29.15000	-59.65000	90184
Quilmes	-34.72065	-58.25454	262379
Puerto Rico	-26.80890	-55.02147	17491
Puerto Iguazú	-25.59912	-54.57355	32038
Puerto Esperanza	-26.02267	-54.61356	15579
Posadas	-27.39184	-55.92379	305874
Pontevedra	-34.74947	-58.70158	33515
Pirané	-25.73271	-59.10989	19124
Pinamar	-37.11108	-56.86523	39218
Pilar	-34.45867	-58.91398	81120
Paso de los Libres	-29.71251	-57.08771	43805
Oberá	-27.48683	-55.11994	56528
Nogoyá	-32.39375	-59.78955	43195
Necochea	-38.55450	-58.73961	73557
Navarro	-35.00587	-59.27828	16649
Muñiz	-34.55622	-58.70739	26844
Morón	-34.65118	-58.62205	99066
Monte Chingolo	-34.72960	-58.35421	85060
Monte Caseros	-30.25180	-57.63537	24671
Montecarlo	-26.56849	-54.75790	22229
Miramar	-38.27161	-57.83890	34380
Merlo	-34.66536	-58.72744	268961
Mercedes	-34.65072	-59.43143	63284
Mercedes	-29.18416	-58.07519	30649
Haedo	-34.64239	-58.59212	37745
Mar del Tuyú	-36.57429	-56.69390	83016
Mar del Plata	-38.00042	-57.55620	593337
Mar de Ajó	-36.72881	-56.68265	25520
Magdalena	-35.07997	-57.51368	15338
Luján	-34.56640	-59.11478	97363
Los Polvorines	-34.50316	-58.70596	53354
Lomas de Zamora	-34.75740	-58.40279	111897
Lobos	-35.18537	-59.09788	35719
Leandro N. Alem	-27.60376	-55.32365	27287
Las Flores	-36.01427	-59.09986	25075
La Plata	-34.92126	-57.95442	195443
La Paz	-30.74179	-59.64517	24716
Lanús	-34.70757	-58.39132	212252
Laferrere	-34.75049	-58.58464	248362
Jardín América	-27.04346	-55.22698	24905
Ituzaingó	-27.58504	-56.68707	168419
Isidro Casanova	-34.70000	-58.58745	131981
Hurlingham	-34.59040	-58.62904	60000
Gualeguaychú	-33.00777	-58.51836	78676
Gualeguay	-33.14091	-59.31257	33120
Goya	-29.13995	-59.26343	70245
Gobernador Virasora	-28.05000	-56.03333	28756
General Pacheco	-34.45256	-58.64312	43287
General Juan Madariaga	-37.00196	-57.13584	21461
General José de San Martín	-26.53643	-59.34138	31758
General Belgrano	-35.76842	-58.49444	19056
Garupá	-27.48315	-55.82924	28814
Formosa	-26.18489	-58.17313	222226
Fontana	-27.42039	-59.03731	26745
Federal	-30.95619	-58.77970	16333
Ezeiza	-34.85440	-58.52474	115021
Esquina	-30.01476	-59.52890	26399
Ensenada	-34.86074	-57.91238	63978
El Soberbio	-27.29662	-54.19811	19571
El Palomar	-34.61771	-58.60153	59031
Eldorado	-26.40453	-54.61847	54189
Don Torcuato	-34.49459	-58.62729	71356
Dolores	-36.31539	-57.67546	30372
Curuzú Cuatiá	-29.79145	-58.04990	36390
Corrientes	-27.46784	-58.83440	346334
Concordia	-31.39195	-58.01706	145210
Concepción del Uruguay	-32.48463	-58.23217	67895
Colón	-32.22312	-58.14426	58219
Colegiales	-34.57365	-58.44924	57000
Chascomús	-35.57681	-58.01215	39947
Chajarí	-30.75482	-57.98196	30655
Castelar	-34.65142	-58.64074	107786
Carmen de Areco	-34.37660	-59.82272	15900
Cañuelas	-35.05379	-58.76205	41801
Campana	-34.16327	-58.95919	86860
Burzaco	-34.82584	-58.39502	98859
Buenos Aires	-34.61315	-58.37723	2891082
Coronel Brandsen	-35.16799	-58.23742	24487
Boedo	-34.63333	-58.41667	48231
Berisso	-34.87150	-57.88328	88470
Berazategui	-34.76531	-58.21278	180523
Benito Juárez	-37.67188	-59.80653	15777
Bella Vista	-34.56510	-58.69034	79737
Belgrano	-34.56270	-58.45829	138942
Barranqueras	-27.48132	-58.93925	50823
Barracas	-34.64966	-58.38341	77474
Baradero	-33.81199	-59.50467	35389
Banfield	-34.74563	-58.39365	61072
Balcarce	-37.84638	-58.25549	44409
Azul	-36.77803	-59.85848	64884
Ayacucho	-37.15276	-58.48838	18916
Avellaneda	-29.11761	-59.65834	23341
Apóstoles	-27.91421	-55.75355	30278
Zapala	-38.90056	-70.06674	31534
Yerba Buena	-26.81298	-65.29543	50783
Villa Regina	-39.09631	-67.08374	31209
Villa Paula de Sarmiento	-31.49330	-68.53838	19092
Villa Nueva	-32.43289	-63.24811	25961
Villa María	-32.40751	-63.24016	92453
Villa Dolores	-31.94504	-65.19025	28009
Villa del Rosario	-31.55416	-63.53562	17496
Villa Constitución	-33.22795	-60.32994	44271
Villa Carlos Paz	-31.41830	-64.49008	69451
Villa Ángela	-27.57679	-60.71114	43511
Villa Allende	-31.29368	-64.29770	21683
Viedma	-40.81519	-63.00040	48940
Victoria	-32.61841	-60.15478	25139
Vera	-29.45986	-60.21315	19797
Venado Tuerto	-33.74585	-61.96711	72340
Veinticinco de Mayo	-35.43247	-60.17156	23814
Ushuaia	-54.81084	-68.31591	56825
Unquillo	-31.23717	-64.31176	15369
Tupungato	-33.36926	-69.14781	16893
Tunuyán	-33.58125	-69.01537	38367
Tres Isletas	-26.34067	-60.43207	24747
Tres Arroyos	-38.37694	-60.27563	52199
Trenque Lauquen	-35.97334	-62.73275	39975
Trelew	-43.24895	-65.30505	97915
Tostado	-29.23269	-61.76869	16448
Toay	-36.67390	-64.37979	17151
Termas de Río Hondo	-27.49362	-64.85972	27838
Tartagal	-22.51682	-63.80560	60819
Tafí Viejo	-26.73330	-65.26146	48459
Sunchales	-30.94478	-61.55970	18757
Santo Tomé	-31.66274	-60.76530	59072
Santiago del Estero	-27.80047	-64.26285	252192
Santa Rosa	-36.61617	-64.28991	102860
Santa Rosa	-23.39432	-64.42509	17785
Santa María	-26.69456	-66.04805	16545
Santa Lucía	-31.54055	-68.49794	62697
Santa Fe	-31.64881	-60.70868	391164
San Salvador de Jujuy	-24.19280	-65.29342	257970
San Ramón de la Nueva Orán	-23.13705	-64.32426	86867
San Rafael	-34.61531	-68.33238	118009
San Pedro de Jujuy	-24.23127	-64.86614	58430
San Nicolás de los Arroyos	-33.33425	-60.21080	134217
San Miguel de Tucumán	-26.81601	-65.21051	548866
San Martín de los Andes	-40.15789	-71.35337	23519
San Martín	-33.08338	-68.47312	82549
Villa General San Martín	-31.43963	-68.52050	29789
San Luis	-33.29140	-66.32467	169947
San Lorenzo	-24.73623	-65.48727	31589
San Justo	-30.78991	-60.59276	21809
San Juan	-31.53726	-68.52568	109123
San Jorge	-31.89706	-61.85993	16873
San Isidro	-28.45775	-65.72498	31972
San Francisco	-31.42497	-62.08404	59062
Catamarca	-28.46957	-65.78524	159139
San Carlos de Bolívar	-36.23071	-61.11570	31618
San Antonio Oeste	-40.73193	-64.94769	16966
Salto	-34.29175	-60.25450	34034
Salta	-24.80645	-65.41999	520683
Rufino	-34.26237	-62.71128	18361
Rosario de Lerma	-24.98583	-65.57840	26086
Rosario de la Frontera	-25.79856	-64.97386	29336
Rosario	-32.94682	-60.63932	948312
Rojas	-34.19774	-60.73370	22106
Rodeo del Medio	-32.99487	-68.68597	18574
Rivadavia	-33.19097	-68.46220	34830
Río Tercero	-32.17675	-64.11295	53389
Río Segundo	-31.65010	-63.91165	22171
Río Grande	-53.78773	-67.70975	52681
Río Gallegos	-51.62530	-69.25229	95796
Río Cuarto	-33.13044	-64.35272	157010
Río Colorado	-38.99081	-64.09574	16132
Río Ceballos	-31.16970	-64.31750	16632
Rawson	-43.30031	-65.10564	26335
Ramallo	-33.48508	-60.00629	29964
Rafaela	-31.25285	-61.49078	88713
Quitilipi	-26.87080	-60.21537	32083
Punta Alta	-38.88050	-62.07503	64244
Puerto Madryn	-42.76848	-65.03827	64555
Puerto Deseado	-47.75131	-65.89674	16747
Profesor Salvador Mazza	-22.04897	-63.69075	25328
Presidencia Roque Sáenz Peña	-26.79095	-60.44132	81879
Pocito	-31.68333	-68.58333	40969
Plottier	-38.96667	-68.23333	52291
Pilar	-31.68129	-63.88240	18455
Pigüé	-37.60255	-62.40836	15905
Pico Truncado	-46.79942	-67.95785	25194
Pichanal	-23.31644	-64.21826	28017
Pergamino	-33.89101	-60.57462	91399
Pérez	-32.99835	-60.76791	24436
Perdriel	-33.07490	-68.88840	19321
Pehuajó	-35.81081	-61.89897	36507
Paraná	-31.73271	-60.52897	247139
Palpalá	-24.25798	-65.21358	48199
Olavarría	-36.89384	-60.32319	89721
Nueve de Julio	-35.44394	-60.88463	42098
Neuquén	-38.95078	-68.05920	231198
Morteros	-30.71066	-62.00714	20558
Monteros	-27.16825	-65.49892	23771
San José de Metán	-25.49711	-64.97106	34601
Mendoza	-32.88946	-68.84582	114893
Marcos Juárez	-32.69780	-62.10672	24226
Malargüe	-35.47791	-69.58521	27355
Machagai	-26.92617	-60.04852	28070
Lincoln	-34.86819	-61.52929	32773
Libertador General San Martín	-23.81305	-64.79353	49267
Las Varillas	-31.87040	-62.71968	18631
Las Heras	-46.54131	-68.93227	24728
Las Breñas	-27.08819	-61.08217	26955
La Rioja	-29.41328	-66.85637	178872
La Falda	-31.09321	-64.48448	15112
La Calera	-31.34582	-64.33849	24796
Laboulaye	-34.12688	-63.39083	19908
Junín	-34.59391	-60.94644	87509
Joaquín V. González	-25.11364	-64.12628	19185
Jesús María	-30.98153	-64.09424	36343
Granadero Baigorria	-32.85683	-60.71754	32427
Gobernador Gálvez	-33.03016	-60.64045	74650
General Villegas	-35.03264	-63.01484	22474
Los Toldos	-34.99997	-61.03874	17752
General Roca	-39.03333	-67.58333	73212
General Pinedo	-27.32534	-61.28101	15741
General Pico	-35.65930	-63.75787	66805
General Güemes	-24.67445	-65.04660	38048
General Mosconi	-22.59617	-63.81100	19811
General Alvear	-34.97747	-67.69618	35626
General Acha	-37.37821	-64.60422	15101
Gálvez	-32.02957	-61.22097	18374
Firmat	-33.45937	-61.48320	18294
Famaillá	-27.05452	-65.40189	30951
Esquel	-42.91147	-71.31947	28486
Esperanza	-31.44957	-60.93153	35885
Embarcación	-23.21003	-64.09965	23961
Embalse	-32.20681	-64.40064	15900
El Calafate	-50.34075	-72.27682	22844
El Bolsón	-41.96051	-71.53336	21287
Diamante	-32.06710	-60.64267	19545
Deán Funes	-30.42498	-64.35274	20164
Cutral-Có	-38.93424	-69.23052	47380
Cruz del Eje	-30.72644	-64.80387	28166
Crespo	-32.03077	-60.30619	18296
Cosquín	-31.24525	-64.46574	19070
Coronel Suárez	-37.45859	-61.93294	32525
Coronel Pringles	-37.98567	-61.35040	21555
Coronda	-31.97365	-60.91935	16975
Córdoba	-31.40648	-64.18853	2106734
Comodoro Rivadavia	-45.86256	-67.49400	140850
Colonia Caroya	-31.02202	-64.06172	24197
Colón	-33.89713	-61.09942	26067
Cipolletti	-38.93392	-67.99032	95524
Cinco Saltos	-38.82225	-68.06293	26399
Chivilcoy	-34.89690	-60.01909	65575
Chimbas	-31.49313	-68.53263	73829
Chilecito	-29.16163	-67.49934	42248
Charata	-27.21787	-61.18738	27813
Chacabuco	-34.64203	-60.47124	46440
San José de los Cerrillos	-24.89715	-65.48445	37950
Centenario	-38.82955	-68.13180	48101
Caucete	-31.65150	-68.28216	32454
Catriel	-37.87552	-67.79451	15169
Juan José Castelli	-25.94660	-60.62008	36588
Casilda	-33.04459	-61.16423	32002
Carmen de Patagones	-40.80255	-62.98349	25982
Carlos Casares	-35.62247	-61.36550	19397
Carcarañá	-32.85704	-61.15114	15619
Capitán Bermúdez	-32.82262	-60.71852	27060
Cañada de Gómez	-32.82033	-61.39513	36000
Caleta Olivia	-46.44785	-67.52274	56310
Cafayate	-26.07286	-65.97766	16836
Bragado	-35.11557	-60.48965	38794
Bell Ville	-32.63021	-62.68883	35105
Bella Vista	-27.03424	-65.30196	15126
Belén	-27.64953	-67.02632	15172
Bahía Blanca	-38.71760	-62.26545	299101
Arroyo Seco	-33.15365	-60.51168	20620
Arroyito	-31.41917	-63.05084	19577
Arrecifes	-34.06306	-60.10261	30397
Añatuya	-28.46020	-62.83354	20261
Alta Gracia	-31.64978	-64.42972	40384
Allen	-38.97736	-67.82714	27707
Alderetes	-26.81787	-65.14202	38466
Albardón	-31.43722	-68.52556	20413
Aimogasta	-28.56003	-66.80737	16625
Aguilares	-27.43150	-65.61465	32494
Balvanera	-34.61032	-58.39766	152198
Villa Santa Rita	-34.61082	-58.48100	34000
Villa Mercedes	-33.67571	-65.45783	96781
Avellaneda	-34.66018	-58.36744	367554
San Miguel	-34.54335	-58.71229	168762
San Carlos de Bariloche	-41.14557	-71.30822	95394
Moreno	-34.63401	-58.79138	148290
Adrogué	-34.80041	-58.38384	28265
La Unión	-34.87558	-58.54192	24293
Ingeniero Pablo Nogués	-34.47775	-58.70652	38470
Villa Sarmiento	-34.63364	-58.57047	17481
San Vicente	-26.99627	-54.47697	29231
José C. Paz	-34.51541	-58.76813	230208
Ciudad de Las Heras	-32.85094	-68.83602	189067
Rawson	-31.58189	-68.54211	130258
Pago Pago	-14.27806	-170.70250	11500
Döbling	48.25000	16.33333	75418
Wolfsberg	46.84056	14.84417	25035
Wilten	47.25829	11.38808	18142
Wiener Neustadt	47.80485	16.23196	44820
Vienna	48.20849	16.37208	1691468
Wetzelsdorf	47.05293	15.39923	15687
Wels	48.16667	14.03333	16857
Villach	46.61028	13.85583	58882
Traun	48.22086	14.23833	25345
Telfs	47.30707	11.06817	15229
Straßgang	47.03333	15.40000	16268
Stockerau	48.38333	16.21667	16292
Steyr	48.04274	14.42127	38331
Simmering	48.18333	16.43333	101420
Sankt Pölten	48.20762	15.63725	21911
Sankt Peter	47.05000	15.46667	15187
Sankt Peter	46.62978	14.34016	20320
Sankt Martin	46.61667	14.28333	20000
Salzburg	47.79941	13.04399	157245
Saalfelden am Steinernen Meer	47.42681	12.84800	16790
Pradl	47.26539	11.41520	32588
Perchtoldsdorf	48.11935	16.26607	15047
Ottakring	48.21667	16.30000	104627
Mödling	48.08605	16.28921	20555
Meidling	48.16667	16.33333	97624
